 0.73	4.7239	0.9651
 0.74	5.6782	0.6661
 0.75	6.6005	1.0524
 0.76	6.6418	1.7338
 0.77	5.7246	1.3354
 0.78	5.2441	0.4584
 0.79	5.2972	-0.5402
 0.80	6.1912	-0.9882
 0.81	7.1877	-1.0726
 0.82	7.7884	-0.2731
 0.83	8.5569	0.3668
 0.84	9.3665	0.2178
 0.85	10.3641	0.1479
 0.86	11.3329	-0.0997
 0.87	11.5522	-1.0754
 0.88	11.7708	-2.0512
 0.89	11.7471	-1.0515
 0.90	11.4219	-0.1058
 0.91	12.1729	0.5545
 0.92	11.3705	0.8955
 0.93	11.2062	1.1178
 0.94	10.2085	1.1847
 0.95	9.4795	1.6117
 0.96	8.6867	1.4037
 0.97	9.0288	0.9835
 0.98	9.9636	0.6282
 0.99	9.8756	1.2689
 1.00	10.5014	2.0430
 1.01	9.5208	2.2389
 1.02	8.6700	2.3133
 1.03	7.6701	2.3267
 1.04	6.8263	2.0861
 1.05	5.8310	2.1826
 1.06	4.8387	2.0591
 1.07	4.6444	2.9839
 1.08	3.7830	2.4759
 1.09	2.9943	1.8612
 1.10	2.0553	1.5173
 1.11	1.5491	0.6549
 1.12	2.0581	-0.2059
 1.13	1.8852	0.5061
 1.14	2.8607	0.7262
 1.15	3.2176	1.6603
 1.16	2.4995	1.7558
 1.17	1.5309	2.0043
 1.18	0.5408	2.1449
 1.19	-0.4580	2.0966
 1.20	-1.2414	1.4751
 1.21	-2.1706	1.1054
 1.22	-2.1224	1.9206
 1.23	-1.6354	1.7741
 1.24	-0.8491	1.1563
 1.25	-0.3033	1.1241
 1.26	-1.1063	0.5281
 1.27	-2.0174	0.2069
 1.28	-2.8969	-0.2690
 1.29	-3.6014	-0.9787
 1.30	-4.4639	-1.4848
 1.31	-5.1787	-2.1841
 1.32	-4.3661	-2.6128
 1.33	-3.3753	-2.6866
 1.34	-3.4479	-3.3425
 1.35	-3.7808	-4.2198
 1.36	-3.2800	-5.0854
 1.37	-2.6128	-4.3405
 1.38	-2.1019	-4.0098
 1.39	-1.1045	-3.9369
 1.40	-0.3711	-4.6167
 1.41	0.1918	-5.4432
 1.42	0.2455	-6.4350
 1.43	0.2592	-7.4349
 1.44	0.0473	-8.4122
 1.45	0.4634	-9.3216
 1.46	0.7848	-10.2464
 1.47	0.9301	-11.2358
 1.48	1.5989	-11.4037
 1.49	2.0977	-12.1016
 1.50	1.1343	-12.3695
 1.51	0.4268	-11.6627
 1.52	-0.5020	-11.2923
 1.53	-0.7368	-10.3203
 1.54	-0.3201	-9.5344
 1.55	-1.0382	-9.7001
 1.56	-1.3731	-8.7578
 1.57	-2.1404	-8.3246
 1.58	-1.2371	-7.8956
 1.59	-0.3825	-8.0576
 1.60	-0.5009	-7.2214
 1.61	-1.2438	-6.5973
 1.62	-1.3292	-5.7732
 1.63	-1.5826	-4.8058
 1.64	-1.2158	-3.8755
 1.65	-0.4022	-4.4570
 1.66	0.3621	-5.1017
 1.67	1.2746	-5.5108
 1.68	1.9587	-6.2403
 1.69	1.4560	-5.3758
 1.70	1.1763	-4.4157
 1.71	1.1179	-4.9865
 1.72	0.6350	-4.4385
 1.73	1.3887	-5.0956
 1.74	2.2847	-5.5398
 1.75	1.7078	-6.3566
 1.76	1.8498	-7.3400
 1.77	1.2819	-8.1631
 1.78	0.6169	-8.9100
 1.79	1.4413	-9.4760
 1.80	2.2302	-10.0905
 1.81	1.5165	-9.3901
 1.82	0.5879	-9.7233
 1.83	0.6653	-10.7203
 1.84	1.4292	-10.9414
 1.85	1.9124	-11.6329
 1.86	2.8776	-11.3714
 1.87	3.3502	-11.1935
 1.88	3.2169	-11.1355
 1.89	2.2526	-11.2494
 1.90	1.9444	-12.2007
 1.91	2.0100	-13.1986
 1.92	1.0102	-13.2161
 1.93	1.0034	-14.2161
 1.94	0.8078	-15.0050
 1.95	1.0589	-15.9729
 1.96	1.4270	-16.9027
 1.97	0.7104	-16.2052
 1.98	0.5240	-15.2228
 1.99	-0.4714	-15.1269
 2.00	-0.1181	-15.1837
 2.01	0.8650	-15.3666
 2.02	1.8127	-15.1115
 2.03	1.2912	-14.2582
 2.04	0.8326	-13.3696
 2.05	0.7021	-12.3781
 2.06	0.5721	-11.3866
 2.07	-0.1372	-11.1569
 2.08	0.8574	-11.0537
 2.09	0.5570	-10.0999
 2.10	0.3996	-9.2445
 2.11	0.8987	-8.3780
 2.12	1.7483	-7.8506
 2.13	2.4345	-8.5780
 2.14	2.6587	-7.6035
 2.15	3.0332	-6.6763
 2.16	2.7499	-5.7172
 2.17	1.8598	-5.2614
 2.18	1.2968	-5.1586
 2.19	2.1144	-4.5829
 2.20	1.1409	-4.3541
 2.21	0.4830	-5.1072
 2.22	0.7057	-6.0821
 2.23	1.5944	-5.9915
 2.24	2.2550	-6.7422
 2.25	1.6115	-7.4445
 2.26	0.6937	-7.0473
 2.27	0.1764	-6.1915
 2.28	0.0219	-5.2035
 2.29	-0.3747	-5.9784
 2.30	-0.9724	-6.7801
 2.31	-1.3494	-7.7063
 2.32	-0.5954	-8.3632
 2.33	-1.1808	-8.6066
 2.34	-1.3733	-8.9914
 2.35	-1.4776	-7.9969
 2.36	-0.9024	-7.9269
 2.37	-1.2580	-6.9923
 2.38	-1.2904	-5.9928
 2.39	-1.0754	-5.0162
 2.40	-0.1392	-5.1794
 2.41	0.5924	-4.7412
 2.42	-0.3186	-5.1537
 2.43	-1.3092	-5.0170
 2.44	-2.3050	-5.1087
 2.45	-1.3112	-5.2202
 2.46	-0.4627	-4.6910
 2.47	0.3104	-4.2229
 2.48	0.3465	-3.9928
 2.49	0.1119	-3.0207
 2.50	-0.7607	-2.5323
 2.51	-0.0419	-2.0433
 2.52	-0.6857	-1.5282
 2.53	-1.3190	-1.5568
 2.54	-2.2164	-1.1157
 2.55	-2.9480	-0.4339
 2.56	-3.1549	-0.6242
 2.57	-2.7625	-1.1928
 2.58	-1.7832	-1.3950
 2.59	-1.5486	-1.8996
 2.60	-1.5567	-1.2972
 2.61	-2.5247	-1.3238
 2.62	-3.0044	-0.7636
 2.63	-3.7348	-0.2805
 2.64	-4.4994	-0.9250
 2.65	-5.4171	-1.3222
 2.66	-6.1043	-1.3907
 2.67	-7.1019	-1.4597
 2.68	-7.8135	-1.9864
 2.69	-8.5695	-1.3318
 2.70	-9.2372	-0.5874
 2.71	-10.0643	-0.0253
 2.72	-10.5804	0.8312
 2.73	-11.3801	1.4316
 2.74	-11.8924	2.2904
 2.75	-11.4285	3.1763
 2.76	-10.5523	3.6583
 2.77	-9.7002	3.1350
 2.78	-8.7660	2.7782
 2.79	-7.7740	2.6519
 2.80	-6.8009	2.8824
 2.81	-5.8040	2.8042
 2.82	-5.0172	3.4214
 2.83	-4.0228	3.5271
 2.84	-4.5833	2.8944
 2.85	-4.5931	1.8944
 2.86	-3.7133	2.0286
 2.87	-2.7143	1.9834
 2.88	-2.4688	1.0141
 2.89	-2.0605	0.7144
 2.90	-1.1390	0.9681
 2.91	-0.9294	0.4861
 2.92	-0.2606	0.6603
 2.93	-1.2137	0.3577
 2.94	-1.2526	0.4025
 2.95	-1.7324	-0.4748
 2.96	-1.8994	-1.4608
 2.97	-2.7090	-1.5983
 2.98	-2.9844	-2.5429
 2.99	-2.1608	-3.1101
 3.00	-1.8307	-2.1661
 3.01	-1.8781	-1.1954
 3.02	-2.5019	-0.4138
 3.03	-3.4976	-0.3208
 3.04	-4.4961	-0.2668
 3.05	-5.3350	-0.7439
 3.06	-6.3299	-0.8449
 3.07	-6.5067	-1.8291
 3.08	-7.1737	-1.9371
 3.09	-7.1439	-1.4697
 3.10	-7.0775	-0.8420
 3.11	-6.1891	-1.3010
 3.12	-5.5296	-0.5492
 3.13	-5.5885	0.4490
 3.14	-5.4823	1.2709
 3.15	-6.1659	2.0007
 3.16	-5.2434	1.9564
 3.17	-4.4837	1.4351
 3.18	-3.6947	0.8352
 3.19	-2.9733	0.1427
 3.20	-2.3532	-0.5867
 3.21	-1.5276	-1.1511
 3.22	-2.4479	-1.5424
 3.23	-3.3626	-1.9464
 3.24	-4.3546	-2.0174
 3.25	-4.5850	-1.0443
 3.26	-3.6333	-1.3514
 3.27	-2.6407	-1.2298
 3.28	-1.8960	-0.5625
 3.29	-1.0833	-0.1808
 3.30	-0.6750	-0.7957
 3.31	-0.8766	-1.7752
 3.32	-0.9667	-2.7711
 3.33	-1.7289	-3.4184
 3.34	-1.5017	-4.2853
 3.35	-0.7509	-3.6248
 3.36	0.2372	-3.4711
 3.37	0.5742	-2.5295
 3.38	1.5686	-2.6346
 3.39	1.6725	-1.7401
 3.40	0.7636	-1.6457
 3.41	0.2870	-1.9688
 3.42	-0.6785	-1.7083
 3.43	-1.0760	-2.5584
 3.44	-0.9192	-3.5460
 3.45	-1.3192	-4.2380
 3.46	-0.8396	-4.6310
 3.47	-0.3218	-4.3385
 3.48	-0.5749	-3.3964
 3.49	-0.6667	-2.4006
 3.50	-1.1344	-1.9401
 3.51	-1.5409	-1.5434
 3.52	-1.2407	-0.5895
 3.53	-1.5153	0.3721
 3.54	-1.5905	1.2686
 3.55	-1.9016	1.9295
 3.56	-2.7608	1.4180
 3.57	-3.0678	0.9092
 3.58	-3.1611	-0.0865
 3.59	-3.2988	-1.0770
 3.60	-4.1799	-0.6041
 3.61	-4.7752	0.1994
 3.62	-3.8026	-0.0331
 3.63	-2.9907	-0.0646
 3.64	-2.1229	-0.5614
 3.65	-1.1662	-0.8526
 3.66	-0.2262	-1.1938
 3.67	0.6435	-1.6793
 3.68	1.5096	-1.4001
 3.69	1.8628	-0.5663
 3.70	2.8597	-0.6445
 3.71	3.4171	-1.3896
 3.72	4.0948	-0.9321
 3.73	4.8202	-0.2438
 3.74	5.0760	0.6149
 3.75	4.4194	0.1544
 3.76	5.4175	0.2171
 3.77	6.2405	0.1904
 3.78	7.0347	-0.4172
 3.79	8.0128	-0.2091
 3.80	8.9121	-0.1586
 3.81	9.8522	-0.4994
 3.82	9.5465	-1.4516
 3.83	9.0595	-2.3249
 3.84	8.3617	-1.7930
 3.85	7.7929	-1.2152
 3.86	7.9472	-0.2271
 3.87	7.6863	0.7382
 3.88	7.4322	1.7054
 3.89	6.8743	2.5353
 3.90	6.5864	3.4930
 3.91	5.6992	3.0315
 3.92	4.9093	3.6446
 3.93	4.5711	2.7035
 3.94	3.6651	2.2802
 3.95	3.3946	1.3175
 3.96	3.1950	0.3376
 3.97	2.6473	-0.4990
 3.98	2.4194	-1.4727
 3.99	3.2940	-1.9574
 4.00	3.8681	-2.7762
 4.01	3.7899	-1.7793
 4.02	3.8830	-0.7836
 4.03	4.8711	-0.6298
 4.04	5.4206	-0.2685
 4.05	6.2808	-0.1896
 4.06	6.1757	0.8048
 4.07	6.6263	1.3690
 4.08	6.9154	1.3287
 4.09	6.5502	2.2262
 4.10	5.6760	1.7406
 4.11	4.7508	1.3613
 4.12	4.3124	0.4625
 4.13	3.5717	0.1344
 4.14	2.8656	-0.5737
 4.15	3.1191	-1.3973
 4.16	3.2548	-2.3741
 4.17	2.6603	-1.7736
 4.18	2.8840	-2.2473
 4.19	2.0534	-2.8043
 4.20	1.7080	-2.3642
 4.21	0.7299	-2.3708
 4.22	-0.0390	-1.8971
 4.23	-1.0374	-1.8408
 4.24	-1.6925	-1.7172
 4.25	-2.2561	-0.8911
 4.26	-1.7356	-0.0372
 4.27	-2.7131	0.1738
 4.28	-3.6199	-0.0897
 4.29	-4.6050	-0.2622
 4.30	-5.5042	0.1753
 4.31	-6.3830	-0.3019
 4.32	-5.6747	0.2745
 4.33	-5.4351	-0.4093
 4.34	-6.0041	-0.4705
 4.35	-5.0175	-0.3077
 4.36	-4.5911	-0.4965
 4.37	-3.9806	-0.9611
 4.38	-2.9881	-0.8383
 4.39	-2.0704	-1.2355
 4.40	-1.8273	-0.3118
 4.41	-2.3916	0.2837
 4.42	-2.8935	1.1486
 4.43	-2.2674	1.9283
 4.44	-3.1697	1.4972
 4.45	-2.7494	1.3409
 4.46	-3.0366	0.3830
 4.47	-4.0317	0.4818
 4.48	-4.8707	0.9942
 4.49	-5.4430	1.8143
 4.50	-5.9160	2.6954
 4.51	-6.2164	3.6492
 4.52	-5.2703	3.3254
 4.53	-5.0287	2.3550
 4.54	-4.0632	2.0947
 4.55	-3.6586	2.5645
 4.56	-2.8316	3.1267
 4.57	-1.8320	3.1521
 4.58	-1.4213	3.6355
 4.59	-0.8999	3.8695
 4.60	-0.4634	4.7692
 4.61	0.4833	5.0913
 4.62	1.2502	5.7330
 4.63	2.1345	6.2000
 4.64	1.4391	6.1741
 4.65	2.4273	6.0204
 4.66	2.1825	5.0508
 4.67	1.1828	5.0273
 4.68	0.1891	5.1393
 4.69	-0.0895	6.0998
 4.70	-0.8632	6.7333
 4.71	-1.5276	5.9859
 4.72	-1.5752	6.9317
 4.73	-1.0994	7.2210
 4.74	-1.0678	6.3443
 4.75	-1.4948	5.4400
 4.76	-1.6086	4.9463
 4.77	-1.0857	4.0939
 4.78	-1.4706	3.8303
 4.79	-0.7642	4.0622
 4.80	0.2145	4.2673
 4.81	1.1488	4.6238
 4.82	1.2631	3.9945
 4.83	2.2483	4.1660
 4.84	2.9875	4.3270
 4.85	2.6982	3.3698
 4.86	2.0741	2.5884
 4.87	1.7162	1.6547
 4.88	0.8863	1.0969
 4.89	0.0051	1.5696
 4.90	-0.5695	2.3881
 4.91	0.2345	2.9827
 4.92	1.0014	3.6245
 4.93	1.8153	4.2054
 4.94	2.7975	4.3933
 4.95	2.0679	3.7095
 4.96	1.0761	3.5816
 4.97	0.5955	2.7046
 4.98	0.5301	3.5796
 4.99	0.3861	4.5692
 5.00	0.5950	5.5471
 5.01	1.5496	5.2492
 5.02	2.2943	5.9165
 5.03	1.5083	5.9288
 5.04	0.6195	5.4705
 5.05	-0.2077	5.4003
 5.06	-1.1724	5.1371
 5.07	-2.0381	5.5465
 5.08	-2.3746	4.6048
 5.09	-1.9074	3.8952
 5.10	-2.7184	3.3101
 5.11	-3.6821	3.0432
 5.12	-4.6075	3.2185
 5.13	-3.6356	3.4541
 5.14	-2.8459	3.0596
 5.15	-1.8920	3.3596
 5.16	-1.6310	2.7765
 5.17	-0.7987	2.2221
 5.18	-0.1086	1.4984
 5.19	-0.3393	0.5253
 5.20	-0.9910	-0.2331
 5.21	-1.1946	-1.2122
 5.22	-0.6134	-2.0260
 5.23	0.1777	-1.7532
 5.24	0.0052	-0.7823
 5.25	-0.3255	0.1614
 5.26	-0.9994	0.9003
 5.27	-1.6703	1.6418
 5.28	-2.4836	2.2237
 5.29	-2.4848	1.2237
 5.30	-2.9063	0.3169
 5.31	-2.0613	-0.2178
 5.32	-1.2620	-0.4528
 5.33	-0.9539	-1.4041
 5.34	-1.7042	-0.7431
 5.35	-2.1899	0.0623
 5.36	-2.0408	1.0512
 5.37	-2.0569	1.8516
 5.38	-2.7563	2.5663
 5.39	-2.5653	1.5847
 5.40	-2.5560	0.5848
 5.41	-1.5758	0.3864
 5.42	-1.6663	-0.6095
 5.43	-1.0854	-1.4234
 5.44	-0.0885	-1.5015
 5.45	0.8954	-1.6806
 5.46	1.8793	-1.5022
 5.47	2.1077	-0.9302
 5.48	3.1005	-0.8098
 5.49	3.0311	-1.8074
 5.50	2.5468	-2.6823
 5.51	1.6309	-3.0838
 5.52	0.8694	-2.4356
 5.53	0.4757	-1.6871
 5.54	-0.3688	-1.1516
 5.55	-1.1586	-0.5381
 5.56	-0.6254	0.2769
 5.57	-1.0283	0.7081
 5.58	-1.4566	1.6118
 5.59	-2.3215	1.7909
 5.60	-3.1809	1.2797
 5.61	-3.3392	2.2671
 5.62	-3.3321	1.2671
 5.63	-3.2032	0.2755
 5.64	-2.5311	-0.3977
 5.65	-2.8676	-0.2322
 5.66	-3.4233	-0.3444
 5.67	-4.1646	-0.6054
 5.68	-3.6457	-0.3624
 5.69	-2.9336	0.3397
 5.70	-2.0217	0.7500
 5.71	-1.4066	1.3089
 5.72	-0.8403	2.1331
 5.73	-0.1673	2.1389
 5.74	0.4410	2.8448
 5.75	1.2571	3.4226
 5.76	1.2517	4.4226
 5.77	1.5993	5.3248
 5.78	1.5129	6.3210
 5.79	0.5920	6.7108
 5.80	-0.3881	6.5121
 5.81	-0.8512	5.7103
 5.82	-0.4237	5.6450
 5.83	-0.0206	6.3404
 5.84	0.7669	5.9615
 5.85	1.5830	5.3835
 5.86	1.9140	4.7191
 5.87	2.1665	3.7515
 5.88	2.8345	3.9147
 5.89	1.8561	3.7080
 5.90	0.8562	3.6905
 5.91	0.0833	4.3251
 5.92	-0.8550	4.6709
 5.93	-1.0185	5.6574
 5.94	-0.7495	6.6206
 5.95	0.0476	7.2244
 5.96	0.7273	7.9579
 5.97	1.1796	8.8498
 5.98	0.8986	9.8095
 5.99	0.9300	10.8090
 6.00	1.5167	11.6188
 6.01	0.9748	12.0373
 6.02	1.1497	11.1035
 6.03	1.8001	10.3440
 6.04	1.9067	9.3497
 6.05	2.4566	8.5322
 6.06	2.3982	7.5339
 6.07	1.4613	7.1842
 6.08	0.7278	7.3265
 6.09	0.5250	7.7949
 6.10	0.9282	8.5214
 6.11	1.7274	9.1225
 6.12	2.5106	8.8694
 6.13	1.8628	9.5743
 6.14	1.1995	10.3226
 6.15	1.0690	11.3141
 6.16	1.8961	11.7499
 6.17	2.4078	10.8907
 6.18	1.5050	10.4605
 6.19	1.4541	9.4618
 6.20	0.6832	9.1343
 6.21	1.4036	8.7941
 6.22	1.7053	7.8484
 6.23	1.7942	6.8523
 6.24	1.4569	6.2339
 6.25	1.2172	5.2631
 6.26	1.5155	6.1507
 6.27	1.7036	5.3064
 6.28	1.0905	4.5164
 6.29	0.0906	4.5311
 6.30	-0.2600	5.4676
 6.31	0.2770	6.3112
 6.32	0.6352	6.8860
 6.33	1.4145	6.3052
 6.34	2.1693	6.9069
 6.35	2.3644	7.4235
 6.36	1.8528	8.0843
 6.37	0.9789	8.1326
 6.38	1.0877	7.1385
 6.39	1.9294	6.5985
 6.40	1.4674	5.7116
 6.41	1.8561	6.1197
 6.42	2.5944	6.6151
 6.43	2.8642	5.8146
 6.44	2.8961	4.8151
 6.45	3.4326	4.2722
 6.46	2.4534	4.0695
 6.47	1.5574	3.6254
 6.48	0.8342	2.9348
 6.49	0.5065	2.0594
 6.50	-0.0860	2.4597
 6.51	-0.9771	2.9135
 6.52	-0.7410	3.7795
 6.53	0.1785	4.1726
 6.54	1.1505	3.9377
 6.55	1.8607	4.5149
 6.56	1.6845	5.0544
 6.57	2.2616	5.7925
 6.58	2.8902	5.0148
 6.59	3.0450	4.0268
 6.60	2.0459	3.9859
 6.61	1.6041	3.0888
 6.62	1.8413	3.8524
 6.63	1.4848	3.6432
 6.64	1.2527	4.6159
 6.65	0.3889	5.1197
 6.66	1.2807	5.5720
 6.67	2.0341	6.2296
 6.68	2.1345	5.2598
 6.69	1.2987	4.7107
 6.70	0.4307	5.0700
 6.71	-0.5543	5.2427
 6.72	-1.0648	4.8599
 6.73	-1.9222	4.3521
 6.74	-2.8329	3.9391
 6.75	-1.8335	3.9048
 6.76	-0.8395	3.7951
 6.77	-0.7106	3.3623
 6.78	0.0231	2.6975
 6.79	0.8324	2.1100
 6.80	1.2874	1.2196
 6.81	1.9259	0.4801
 6.82	1.8966	1.4797
 6.83	2.0075	2.4735
 6.84	2.4110	3.3885
 6.85	2.0889	2.4418
 6.86	1.4726	1.6543
 6.87	1.0794	0.9184
 6.88	0.3516	0.2326
 6.89	-0.4630	0.1069
 6.90	-0.9095	1.0017
 6.91	-0.7413	1.8544
 6.92	-1.7280	2.0169
 6.93	-2.4479	2.7110
 6.94	-2.0596	1.7894
 6.95	-1.0597	1.7847
 6.96	-0.1135	2.1086
 6.97	0.4559	2.9306
 6.98	0.9493	3.0747
 6.99	1.7388	3.5050
 7.00	2.6258	3.4499
 7.01	3.4903	2.9474
 7.02	3.7726	1.9881
 7.03	3.5338	1.0170
 7.04	3.1629	0.0884
 7.05	2.3587	-0.3819
 7.06	1.8444	-1.2395
 7.07	0.8445	-1.2518
 7.08	1.4573	-0.6960
 7.09	1.6502	0.2852
 7.10	1.8425	0.6361
 7.11	1.5648	0.3059
 7.12	1.5900	0.1684
 7.13	1.4875	-0.8263
 7.14	0.5839	-0.4348
 7.15	0.0724	0.4245
 7.16	-0.8949	0.6779
 7.17	-1.7476	0.6560
 7.18	-0.9732	0.6643
 7.19	-0.2853	1.3900
 7.20	0.4214	2.0976
 7.21	0.7958	1.7275
 7.22	1.2498	2.3777
 7.23	0.5484	2.6604
 7.24	0.7746	2.1389
 7.25	1.6950	2.5298
 7.26	2.6575	2.2585
 7.27	1.6603	2.1838
 7.28	1.0389	2.9672
 7.29	0.6768	3.8994
 7.30	0.0290	4.6612
 7.31	-0.2589	5.6188
 7.32	-1.2573	5.5612
 7.33	-2.0143	4.9078
 7.34	-3.0006	4.7430
 7.35	-2.1885	4.1595
 7.36	-1.7151	3.2786
 7.37	-0.7360	3.0753
 7.38	-0.0019	2.3962
 7.39	0.9869	2.5450
 7.40	1.3736	3.4672
 7.41	2.3376	3.2012
 7.42	2.4710	2.2102
 7.43	2.1334	1.2689
 7.44	1.6396	0.3993
 7.45	2.6340	0.5048
 7.46	3.3669	1.1852
 7.47	3.2800	0.5635
 7.48	3.8700	1.2658
 7.49	4.3570	2.1392
 7.50	3.5014	1.6215
 7.51	3.0147	2.4420
 7.52	2.0968	2.8390
 7.53	1.5413	2.0075
 7.54	1.7667	1.5200
 7.55	2.5213	2.1762
 7.56	1.5476	1.9485
 7.57	0.9906	2.7790
 7.58	0.1400	3.3048
 7.59	-0.6897	3.3867
 7.60	-1.6882	3.3317
 7.61	-2.4134	3.1381
 7.62	-2.8100	2.2201
 7.63	-3.6833	1.7329
 7.64	-4.0196	0.7912
 7.65	-3.0245	0.6928
 7.66	-2.9861	1.3691
 7.67	-2.4905	2.1037
 7.68	-1.4939	2.1862
 7.69	-0.6025	2.6394
 7.70	0.3955	2.5759
 7.71	0.1988	1.6389
 7.72	-0.6180	1.0620
 7.73	-1.2149	0.2596
 7.74	-1.1418	-0.6808
 7.75	-1.8492	-1.2836
 7.76	-2.4508	-1.8420
 7.77	-2.8962	-2.7373
 7.78	-2.5036	-1.8177
 7.79	-3.3737	-2.3104
 7.80	-2.7655	-1.5166
 7.81	-3.0921	-0.5995
 7.82	-2.0925	-0.6270
 7.83	-1.3922	-0.2054
 7.84	-0.6764	0.4929
 7.85	-0.0857	1.2997
 7.86	-0.7055	2.0845
 7.87	-0.7683	3.0825
 7.88	-0.3481	3.9806
 7.89	0.2725	4.7647
 7.90	-0.1294	5.6804
 7.91	-0.9693	6.2232
 7.92	-1.6017	6.9978
 7.93	-0.7979	7.5927
 7.94	-0.3883	8.5050
 7.95	-0.7022	9.4544
 7.96	-1.4940	10.0652
 7.97	-2.4511	9.7755
 7.98	-2.4613	8.7755
 7.99	-2.1591	7.8223
 8.00	-2.4173	6.8562
 8.01	-2.6011	5.8732
 8.02	-1.7715	5.3148
 8.03	-1.1771	4.9283
 8.04	-0.3119	4.4268
 8.05	-0.3475	5.3934
 8.06	-0.8636	6.2499
 8.07	-0.2475	6.8909
 8.08	-0.5744	7.6351
 8.09	-0.7374	8.4018
 8.10	-0.0085	9.0865
 8.11	-0.1400	9.2269
 8.12	0.3523	8.3762
 8.13	-0.6065	8.0919
 8.14	-1.5834	7.8785
 8.15	-2.4999	8.2785
 8.16	-3.0062	8.5859
 8.17	-3.3508	7.6471
 8.18	-3.4812	6.8807
 8.19	-2.4835	6.8136
 8.20	-2.4228	5.8154
 8.21	-1.4234	5.7813
 8.22	-1.4268	5.8387
 8.23	-0.7123	5.4547
 8.24	-1.1495	6.3425
 8.25	-1.2520	7.3372
 8.26	-1.0734	7.9031
 8.27	-1.5934	8.7552
 8.28	-1.8407	7.8154
 8.29	-1.1480	7.3661
 8.30	-0.9113	8.3377
 8.31	-1.3715	8.8438
 8.32	-0.7941	9.3765
 8.33	0.2052	9.4158
 8.34	0.9352	8.7574
 8.35	1.0056	7.7599
 8.36	0.1979	7.1703
 8.37	-0.4501	6.4087
 8.38	-0.0016	5.5149
 8.39	0.3416	4.5756
 8.40	-0.3162	4.0843
 8.41	-1.2155	4.2260
 8.42	-2.0926	3.8051
 8.43	-1.8776	2.8285
 8.44	-2.6415	2.4115
 8.45	-1.7087	2.0510
 8.46	-1.5853	1.0602
 8.47	-0.9754	0.3307
 8.48	-0.0824	0.3773
 8.49	-0.6703	0.6429
 8.50	-0.9122	1.6132
 8.51	-0.2383	2.3521
 8.52	0.2396	3.2013
 8.53	0.0834	3.7150
 8.54	-0.7204	3.1202
 8.55	-1.6399	2.7271
 8.56	-2.5859	2.4029
 8.57	-2.3566	1.4296
 8.58	-1.5292	1.5620
 8.59	-0.5626	1.3057
 8.60	-0.3050	0.3394
 8.61	0.6928	0.4045
 8.62	0.4181	1.3131
 8.63	-0.3933	1.8974
 8.64	-0.5069	2.7516
 8.65	-0.6068	3.7466
 8.66	0.0016	4.5351
 8.67	-0.1749	4.0080
 8.68	-0.7755	3.6055
 8.69	-1.6982	3.6150
 8.70	-2.6974	3.5751
 8.71	-1.6981	3.6127
 8.72	-0.9438	4.2693
 8.73	-1.7707	4.8317
 8.74	-0.8714	5.2689
 8.75	-1.5190	5.5751
 8.76	-1.9442	6.4801
